user,completed,rating,status,pattern_id,average_rating,rating_count,attributes,categories
amberweinberg,132,134,134,134,134,132,134,134
ambwamb319,1,1,1,1,1,1,1,1
amcmulle,37,40,40,40,40,38,40,40
amelanchier,1,2,2,2,2,2,2,2
amelenty,0,1,1,1,1,1,1,1
ameliaviolet,0,2,2,2,2,2,2,2
amichiru,1,1,1,1,1,1,1,1
amimonoonnanoko,2,2,2,2,2,2,2,2
amolang,34,35,35,35,35,27,35,35
amp74,1,1,1,1,1,1,1,1
amx744,0,1,1,1,1,1,1,1
amyjanknits,0,1,1,1,1,1,1,1
amyloubrigitt,0,1,1,1,1,1,1,1
amymari,44,50,50,50,50,49,50,50
amypink11,25,32,32,32,32,30,32,32
amywillemsen,0,1,1,1,1,1,1,1
anab1,4,5,5,5,5,5,5,5
anairamo,3,4,4,4,4,4,4,4
anastasiamw,158,158,158,158,158,153,158,158
ancka,22,24,24,24,24,24,24,24
andraste13,1,1,1,1,1,1,1,1
andreainvancouver,1,1,1,1,1,1,1,1
andrearules,71,78,78,78,78,74,78,78
andreasachs,1,1,1,1,1,1,1,1
andressa747,2,3,3,3,3,3,3,3
anettevind,19,23,23,23,23,21,23,23
angbart,7,8,8,8,8,8,8,8
angbevins,103,105,105,105,105,103,105,105
angel4ever,1,2,2,2,2,1,2,2
angelicajoy,0,2,1,2,2,1,2,2
angelwingscsu,0,2,2,2,2,2,2,2
anguinea,4,5,5,5,5,5,5,5
anikatropika,44,49,49,49,49,49,49,49
anitamrha,1,1,1,1,1,1,1,1
anma1,6,6,6,6,6,6,6,6
ann757fa,2,2,2,2,2,2,2,2
anna-d,33,55,55,55,55,53,55,55
annab,16,18,18,18,18,18,18,18
annacgay,0,1,1,1,1,1,1,1
annecourager,1,2,2,2,2,2,2,2
anneginnever,1,1,1,1,1,1,1,1
annemarie89,3,3,3,3,3,3,3,3
annemariegabriel,6,7,7,7,7,7,7,7
anneshields,12,17,17,17,17,17,17,17
annettcordes,32,34,34,34,34,23,34,34
annie522,2,2,2,2,2,2,2,2
anniebot,1,1,1,1,1,1,1,1
anninahappy,20,28,27,28,28,28,28,28
annniegirl,1,1,1,1,1,1,1,1
annshja,1,1,1,1,1,1,1,1
anouilh,49,52,52,52,52,50,52,52
antara,4,5,5,5,5,3,5,5
anthrogeek,0,1,1,1,1,1,1,1
antoneta,34,34,34,34,34,33,34,34
anulla1974,2,2,2,2,2,2,2,2
anyrainyday,1,4,4,4,4,4,4,4
apfelblute,1,1,1,1,1,1,1,1
applejus,1,6,5,6,6,5,6,6
apriljoys,0,13,13,13,13,12,13,13
arandall09,4,4,4,4,4,3,4,4
ariebonn,3,3,3,3,3,3,3,3
arizonaknitter2,1,1,1,1,1,1,1,1
armymom,8,10,10,10,10,10,10,10
artdesign1,103,106,106,106,106,66,106,106
asalaba,1,1,1,1,1,1,1,1
asataro1212,7,7,7,7,7,7,7,7
ashleigh8,3,12,12,12,12,10,12,12
ashmort85,1,1,1,1,1,0,1,1
ask1216,72,78,78,78,78,75,78,78
asteriskgoddess,1,1,1,1,1,1,1,1
astridfi,1,2,2,2,2,1,2,2
aswimmy,51,51,51,51,51,46,51,51
atelieraurea,6,7,7,7,7,5,7,7
athenakl,91,92,92,92,92,92,92,92
atrosen,1,4,4,4,4,4,4,4
attibatti,1,1,1,1,1,1,1,1
auberella,74,92,92,92,92,90,92,92
aumerle,2,3,3,3,3,3,3,3
auntdonna,5,6,6,6,6,6,6,6
aurarussell,0,12,12,12,12,11,12,12
ausondesaiguilles,30,32,32,32,32,32,32,32
austenmum,1,1,1,1,1,1,1,1
awabiwakame,22,26,26,26,26,23,26,26
azblueskies,8,26,26,26,26,26,26,26
azurepalesky,105,107,107,107,107,106,107,107
b000ka,4,5,5,5,5,5,5,5
babapeela,5,8,8,8,8,6,8,8
babaroga,2,2,2,2,2,2,2,2
babaruda,223,224,224,224,224,201,224,224
bablake,4,8,8,8,8,8,8,8
babyindian,19,28,28,28,28,28,28,28
bacumbita,1,3,3,3,3,3,3,3
badangi,125,132,132,132,132,131,132,132
baerchen97,247,256,256,256,256,248,256,256
bakeybuns,3,10,10,10,10,10,10,10
bakingchica,1,1,1,1,1,1,1,1
bald-lightning,0,1,1,1,1,1,1,1
baldladysdaughter,0,1,1,1,1,1,1,1
ballband,21,26,26,26,26,25,26,26
bankke,243,243,243,243,243,237,243,243
bar-LeY,1,1,1,1,1,1,1,1
barb3040,203,218,218,218,218,202,218,218
barbcm,42,44,44,44,44,38,44,44
barbj54,313,318,318,318,318,311,318,318
barbnrus,7,8,8,8,8,8,8,8
barrettangie,18,21,21,21,21,19,21,21
bask24,9,10,10,10,10,10,10,10
batvan,47,58,58,58,58,58,58,58
bauzaun,2,2,2,2,2,2,2,2
bayouprincess,1,1,1,1,1,1,1,1
bcjohnstone,26,27,27,27,27,24,27,27
bculwell,1,2,2,2,2,2,2,2
beacontree,10,26,26,26,26,24,26,26
beadsnsequins,1,1,1,1,1,1,1,1
beanlittle,2,2,2,2,2,2,2,2
bearslaw,0,1,0,1,1,1,1,1
beasty,0,1,0,1,1,1,1,1
bebrilliantgo,54,60,60,60,60,59,60,60
beckym8678,6,8,8,8,8,8,8,8
beeinsac,96,103,103,103,103,99,103,103
befriend,5,5,5,5,5,5,5,5
bellachimica,17,32,32,32,32,30,32,32
bemmanator,8,9,9,9,9,8,9,9
bendingcreek,24,28,25,28,28,28,28,28
beneboscolleen,47,51,51,51,51,46,51,51
bentebrunia,2,2,2,2,2,2,2,2
bercalion,2,2,2,2,2,2,2,2
beresmc11,0,1,1,1,1,1,1,1
bergknits,45,46,46,46,46,46,46,46
bernersrus,74,76,76,76,76,76,76,76
berrayj,2,2,2,2,2,2,2,2
besha,272,281,281,281,281,273,281,281
bethe1,7,8,8,8,8,8,8,8
bethian,3,4,4,4,4,4,4,4
bettythechicken,1,1,1,1,1,1,1,1
bf109g10,3,3,3,3,3,3,3,3
bhavanastephen,63,79,79,79,79,68,79,79
bheurach,0,2,2,2,2,2,2,2
bhhoffman,1,1,1,1,1,1,1,1
bhowd,0,1,1,1,1,1,1,1
bibliophile42,81,82,82,82,82,77,82,82
biermeister,4,5,5,5,5,5,5,5
bigelvisnut,5,5,5,5,5,5,5,5
biggieco,94,95,95,95,95,92,95,95
bigredhorse,1,2,2,2,2,2,2,2
bijmarijn,1,2,2,2,2,2,2,2
bimmy,57,60,60,60,60,58,60,60
biolog,3,3,3,3,3,2,3,3
biquette,1,1,1,1,1,1,1,1
bittenbyknittin,102,103,103,103,103,101,103,103
bittergIitter,1,1,1,1,1,0,1,1
bj-cztheday,1,1,1,1,1,1,1,1
bje,2,4,4,4,4,4,4,4
bkb04377,2,2,2,2,2,2,2,2
bkeith,34,34,34,34,34,30,34,34
blackdahliadoll,5,5,5,5,5,3,5,5
blackgambit,10,10,10,10,10,10,10,10
blackhaireddemon,45,74,74,74,74,74,74,74
blairbailey,1,1,1,1,1,1,1,1
blaisbresler,0,1,0,1,1,1,1,1
blanca-nieves,126,128,128,128,128,113,128,128
blancwene,38,38,38,38,38,37,38,38
bless3d,11,16,16,16,16,16,16,16
blhd,13,13,13,13,13,13,13,13
blisskitty,8,16,16,16,16,15,16,16
bluejez,2,2,2,2,2,1,2,2
blueturtle,3,7,7,7,7,7,7,7
blueyzoo,34,35,35,35,35,35,35,35
blumenkammer,6,16,16,16,16,16,16,16
blumenkind22,1,2,2,2,2,2,2,2
blynner,6,7,7,7,7,7,7,7
bmacnak,3,3,3,3,3,3,3,3
bobyn,2,2,2,2,2,2,2,2
boenliii,9,10,10,10,10,6,10,10
bonetoknit,45,73,73,73,73,73,73,73
bonitinha,139,142,142,142,142,137,142,142
bonnydraayer,1,1,1,1,1,1,1,1
boodafli,30,31,31,31,31,31,31,31
bookcompany,1,1,1,1,1,1,1,1
bookharlot,35,43,43,43,43,42,43,43
braemberi,60,69,69,69,69,69,69,69
braindead,54,67,67,67,67,65,67,67
breimiep,15,23,23,23,23,23,23,23
brendacaroline,13,17,17,17,17,17,17,17
brichards,1,1,1,1,1,1,1,1
bricoleuse8,0,1,1,1,1,0,1,1
bridgegirl,1,1,1,1,1,1,1,1
bridgetcampbell,9,13,13,13,13,13,13,13
brittbrittboop,1,1,1,1,1,1,1,1
brmwaller,30,31,30,31,31,29,31,31
broemi,34,63,63,63,63,61,63,63
brontejade,11,15,15,15,15,15,15,15
brontella,3,7,7,7,7,7,7,7
browneyedgerl,24,26,26,26,26,23,26,26
bschweit,50,55,55,55,55,54,55,55
bscottx5,1,1,1,1,1,1,1,1
bugtail48,34,35,35,35,35,32,35,35
buie,14,14,14,14,14,14,14,14
bukukuchoo,1,1,1,1,1,1,1,1
bunnithepilot,1,1,1,1,1,1,1,1
bunnysaurus,5,5,5,5,5,5,5,5
burgundybike,2,8,8,8,8,8,8,8
buroaklife,0,1,1,1,1,1,1,1
busygnomes,2,2,2,2,2,2,2,2
butterflyblue11,0,1,1,1,1,1,1,1
byhilaryjordan,0,1,1,1,1,1,1,1
byrdybee88,0,1,1,1,1,1,1,1
c-frank,3,3,3,3,3,3,3,3
caath,1,3,3,3,3,2,3,3
cachou99,1,1,1,1,1,1,1,1
cactusgardener,73,78,78,78,78,73,78,78
cadilamente,2,2,2,2,2,2,2,2
caelisan,1,1,1,1,1,1,1,1
cahmason,0,2,2,2,2,2,2,2
cainsneedles,42,77,77,77,77,73,77,77
caitsmc,0,1,1,1,1,1,1,1
calicostitch,6,6,6,6,6,6,6,6
calliye,1,4,4,4,4,4,4,4
camelliagarden,5,5,5,5,5,5,5,5
camicatastrophe,1,1,1,1,1,1,1,1
caminlaca,0,1,1,1,1,1,1,1
cammy113,1,1,1,1,1,1,1,1
camporama2,1,1,1,1,1,1,1,1
camwaltz,0,1,1,1,1,1,1,1
canadianlindsay,168,171,171,171,171,170,171,171
canammum69,1,1,1,1,1,1,1,1
canisamor,2,2,2,2,2,2,2,2
caotica,0,1,1,1,1,1,1,1
caperknits,2,2,2,2,2,2,2,2
caramora,205,208,208,208,208,199,208,208
carashea,0,1,0,1,1,1,1,1
cardiaccorinne,1,1,1,1,1,1,1,1
carlinabobbilena,13,17,17,17,17,17,17,17
carmelitasita,23,23,23,23,23,23,23,23
carmen53714,2,2,2,2,2,2,2,2
caro515,5,5,5,5,5,5,5,5
carolEC,4,10,10,10,10,10,10,10
carolbalmannocks,1,1,1,1,1,1,1,1
carpdghtr,1,2,2,2,2,2,2,2
carriel1975,25,34,34,34,34,33,34,34
carrielou81,1,3,2,3,3,2,3,3
cassietheig,0,1,1,1,1,1,1,1
casspurdon,0,1,1,1,1,1,1,1
catbox1,19,24,22,24,24,24,24,24
catchskippy4,0,1,1,1,1,1,1,1
catdancblu,9,11,11,11,11,11,11,11
catfiber,50,60,60,60,60,57,60,60
cathcart,82,91,91,91,91,86,91,91
catreiser,22,22,22,22,22,22,22,22
ccentelles,21,26,26,26,26,25,26,26
cdawnosu,7,7,7,7,7,7,7,7
cdeezknits,1,4,4,4,4,4,4,4
cdmommy8,1,4,4,4,4,4,4,4
cdnshepardess,6,8,8,8,8,8,8,8
cdphelps,1,1,1,1,1,1,1,1
ceceboutdeficelle,1,1,1,1,1,1,1,1
cgoncalves16,2,4,4,4,4,3,4,4
cgstilley,29,34,34,34,34,32,34,34
champcat,30,35,35,35,35,35,35,35
chandauth,54,54,54,54,54,51,54,54
chantalwatson,1,1,1,1,1,1,1,1
chantdo,0,1,1,1,1,1,1,1
chantelaine,108,114,114,114,114,111,114,114
chaoticbarbie,2,3,3,3,3,3,3,3
charbella2,1,1,1,1,1,1,1,1
charlie10,0,2,2,2,2,2,2,2
charlotteheins,8,8,8,8,8,1,8,8
cheery,34,42,42,42,42,39,42,42
chefkeiai,64,92,92,92,92,90,92,92
chelsac,74,86,86,86,86,86,86,86
chelsea-alea,0,2,2,2,2,2,2,2
cheuristine,1,2,2,2,2,2,2,2
chezzyg,5,6,6,6,6,5,6,6
chia777,39,44,44,44,44,44,44,44
chicandshabbylady,14,23,23,23,23,21,23,23
chich,34,68,68,68,68,65,68,68
chickwithstix,70,73,73,73,73,72,73,73
chieflyviolet,2,2,2,2,2,2,2,2
childofanemptysky,2,3,3,3,3,2,3,3
chinita72,1,2,2,2,2,2,2,2
chirowhite,4,7,7,7,7,7,7,7
chloe2884,13,14,14,14,14,14,14,14
chopsticksninja,17,28,28,28,28,27,28,28
chplus5,6,7,7,7,7,7,7,7
chrisatthebeach,3,4,4,4,4,3,4,4
chrisbelfast,1,1,1,1,1,1,1,1
chrislyn2602,25,26,26,26,26,25,26,26
chrissieaini,1,2,2,2,2,2,2,2
chrissy887,1,2,2,2,2,1,2,2
christinamargaret,123,135,135,135,135,132,135,135
christineliz,8,18,18,18,18,14,18,18
christineyvette,2,8,8,8,8,8,8,8
chromakate,109,114,114,114,114,112,114,114
cilistranger,59,65,65,65,65,62,65,65
cindyk,2,3,3,3,3,3,3,3
cinnamonstyck,4,7,7,7,7,7,7,7
cirkuslarsson,0,7,7,7,7,6,7,7
citronik,0,1,1,1,1,0,1,1
cjbesh,146,148,148,148,148,146,148,148
cjp6542,0,1,0,1,1,1,1,1
cjr2q,4,7,7,7,7,5,7,7
clairebckl,0,2,2,2,2,2,2,2
clairebidouille,27,27,27,27,27,21,27,27
clairehintze,5,5,5,5,5,5,5,5
clanghauser,2,4,4,4,4,4,4,4
clarameghan,7,7,7,7,7,7,7,7
claras,10,16,16,16,16,16,16,16
clarkii,20,22,22,22,22,22,22,22
claudebuisson,2,8,8,8,8,8,8,8
cleartrampoline,10,13,13,13,13,13,13,13
clemencebien,4,9,9,9,9,9,9,9
cliane,1,1,1,1,1,1,1,1
clmorgan802,11,12,12,12,12,9,12,12
clojade,6,6,6,6,6,6,6,6
clothdiaperclub,1,1,1,1,1,1,1,1
cloverblossom,1,2,2,2,2,2,2,2
cloverlips,4,6,6,6,6,5,6,6
clueacker,18,18,18,18,18,18,18,18
cmcovino,74,88,88,88,88,87,88,88
cmiles711,0,2,2,2,2,2,2,2
cocolala,1,1,1,1,1,1,1,1
cocono0823,0,1,1,1,1,1,1,1
cocorina,211,225,225,225,225,215,225,225
cocottestricotent,1,1,1,1,1,1,1,1
codeine,14,21,21,21,21,18,21,21
colemilligan,0,1,1,1,1,1,1,1
coleymomto4,79,95,95,95,95,95,95,95
colorandtexture,23,24,24,24,24,24,24,24
commiewimp,31,32,32,32,32,31,32,32
compknitter,26,28,28,28,28,28,28,28
constf,3,5,5,5,5,4,5,5
cookiesinbed,1,1,1,1,1,1,1,1
cookymama,113,130,130,130,130,129,130,130
coolbeanz,84,91,91,91,91,91,91,91
coolcatjen,26,27,27,27,27,27,27,27
cooneyda,63,65,65,65,65,59,65,65
cordeliavor,2,6,6,6,6,6,6,6
corellia40,23,24,24,24,24,24,24,24
coricouture,1,1,1,1,1,1,1,1
corinnaknits,3,3,3,3,3,3,3,3
cornvillelydia,1,1,1,1,1,0,1,1
corrilee,4,4,4,4,4,3,4,4
cort340,2,2,2,2,2,2,2,2
corvikate,47,53,53,53,53,53,53,53
costa-price,54,61,61,61,61,59,61,61
costumekitten,0,1,1,1,1,1,1,1
couponfiscal,14,14,14,14,14,14,14,14
covidhobby,0,1,1,1,1,1,1,1
cowboypants,35,42,42,42,42,41,42,42
cpdkrueger,6,7,7,7,7,7,7,7
cpelleau,5,6,6,6,6,6,6,6
cpid11,2,4,4,4,4,4,4,4
cpnguyen,1,2,2,2,2,2,2,2
craftingeveryday,301,313,312,313,313,290,313,313
craftyCbear,1,2,2,2,2,2,2,2
craftyGabiness,1,1,1,1,1,1,1,1
craftyassnurse,5,10,9,10,10,10,10,10
craftyjules65,0,1,1,1,1,1,1,1
craftylb,18,23,23,23,23,23,23,23
craftymarmy,1,1,1,1,1,0,1,1
craftyminx,53,57,57,57,57,56,57,57
craftysgaudet,4,6,6,6,6,5,6,6
cranbrriesncheese,4,9,9,9,9,9,9,9
crayonvirtuoso,110,113,113,113,113,108,113,113
crazygonuts65,1,2,2,2,2,2,2,2
creamailles,0,1,1,1,1,1,1,1
creationsbme,1,2,2,2,2,2,2,2
creo,8,9,9,9,9,6,9,9
crescentbeach,22,23,23,23,23,21,23,23
crex,19,19,19,19,19,19,19,19
crimsondevildoll,20,21,21,21,21,21,21,21
crochet24,1,1,1,1,1,1,1,1
crochetchickadee,1,1,1,1,1,1,1,1
crochetcween,1,1,1,1,1,1,1,1
crochetitbyamy,0,1,1,1,1,1,1,1
crrochefort,2,2,2,2,2,2,2,2
crsuttles,0,2,2,2,2,2,2,2
crystalbeal,121,124,124,124,124,123,124,124
crzyboutswimming,3,4,3,4,4,4,4,4
csiknitter78,73,76,76,76,76,75,76,76
csokiveroni,1,2,2,2,2,2,2,2
cstalzer,1,3,3,3,3,2,3,3
csylka,21,25,25,25,25,24,25,25
cteeven,1,3,3,3,3,3,3,3
cthomas724,1,19,19,19,19,19,19,19
cuboidkhan,1,2,2,2,2,2,2,2
cucumpear,11,20,20,20,20,19,20,20
cuddlebunnyknits,7,17,17,17,17,13,17,17
cupcakeleah,0,2,2,2,2,2,2,2
curlyloops,5,5,5,5,5,5,5,5
cv253ou,10,16,16,16,16,15,16,16
cvivianay,3,5,5,5,5,5,5,5
cygraham,17,19,19,19,19,18,19,19
cyhurein,4,4,4,4,4,4,4,4
cytheriafalas,0,1,1,1,1,0,1,1
czardoz,2,2,2,2,2,2,2,2
dabblerjess,2,4,4,4,4,4,4,4
daisydanzer,2,3,3,3,3,3,3,3
danceswithw00ls,3,3,3,3,3,3,3,3
dancin55,21,24,24,24,24,19,24,24
dancingwdaffodils,0,2,2,2,2,2,2,2
dandr23,5,6,6,6,6,6,6,6
dani34,4,5,5,5,5,5,5,5
danielbyrch,3,3,3,3,3,3,3,3
danielsgrandma,3,3,3,3,3,3,3,3
daniv5,2,2,2,2,2,2,2,2
dannabug,0,1,1,1,1,1,1,1
darciad,66,72,72,72,72,69,72,72
darilee,7,13,13,13,13,13,13,13
dashful,1,1,1,1,1,1,1,1
davenjilly,6,23,23,23,23,22,23,23
dawnss,1,1,1,1,1,1,1,1
dcs,30,30,30,30,30,30,30,30
dcvio,14,14,14,14,14,14,14,14
deansgirl,18,20,20,20,20,19,20,20
debYarn,56,62,62,62,62,59,62,62
debbierivette,1,1,1,1,1,1,1,1
debimdzaSA,3,3,3,3,3,3,3,3
debonthelake,0,1,1,1,1,1,1,1
deepcreek,64,81,81,81,81,81,81,81
deespins,1,1,1,1,1,1,1,1
delbee,2,4,4,4,4,4,4,4
delightfulstyle,1,1,1,1,1,1,1,1
denkschmid,9,9,9,9,9,9,9,9
deowall,0,1,1,1,1,1,1,1
derfrawd,1,3,3,3,3,3,3,3
derkacht,9,9,9,9,9,7,9,9
desertempress,1,2,2,2,2,2,2,2
destinationknit,1,1,1,1,1,1,1,1
deweb52,1,1,1,1,1,1,1,1
dfoxworthy,0,1,0,1,1,1,1,1
dgalusha,0,1,1,1,1,1,1,1
diane1950,3,3,3,3,3,2,3,3
dianelaugustin,211,218,218,218,218,82,218,218
didibramming,1,1,1,1,1,0,1,1
diggeramy,172,198,198,198,198,192,198,198
dilaprtw,0,1,1,1,1,1,1,1
dillee,0,1,1,1,1,1,1,1
dillyweed,10,23,23,23,23,22,23,23
diwiig,1,1,1,1,1,1,1,1
djaz,0,1,1,1,1,1,1,1
dkastl,1,2,2,2,2,2,2,2
dmpalmer,1,1,1,1,1,1,1,1
dobleuve,1,1,1,1,1,1,1,1
dogangel,1,3,3,3,3,3,3,3
dolphinknitting,150,151,151,151,151,142,151,151
donesie,1,3,3,3,3,3,3,3
donj,124,135,135,135,135,90,135,135
donlouden,25,35,35,35,35,35,35,35
donna16,23,26,26,26,26,26,26,26
donnarossa,154,176,176,176,176,161,176,176
donniedoomsday3,2,3,3,3,3,3,3,3
dorgansc,11,13,13,13,13,12,13,13
dorkpixie,21,23,23,23,23,23,23,23
doubleclik,20,22,22,22,22,21,22,22
dpax,74,81,81,81,81,79,81,81
drakonokot,2,3,3,3,3,3,3,3
dreamnstarwars,2,2,2,2,2,1,2,2
drewnemma,8,13,13,13,13,12,13,13
driftwood121,37,38,38,38,38,38,38,38
drk19,0,1,1,1,1,1,1,1
droppedstitches72,47,56,56,56,56,56,56,56
drtammi,9,15,15,15,15,15,15,15
drummondnews,3,5,5,5,5,5,5,5
dsk52,9,68,59,68,68,63,68,68
dsteelwright,1,1,1,1,1,1,1,1
dtgutman,48,49,49,49,49,49,49,49
dubandart,5,8,7,8,8,8,8,8
duckblossom,6,6,6,6,6,5,6,6
duckinadress,7,7,7,7,7,4,7,7
duddiex,5,5,5,5,5,5,5,5
dudesparkles,0,1,1,1,1,1,1,1
duhpanduh,19,25,25,25,25,24,25,25
dulcimer2u,2,2,2,2,2,2,2,2
dundas,4,134,134,134,134,123,134,134
dustyfro,2,2,2,2,2,2,2,2
dutchie4life,6,6,6,6,6,6,6,6
dyeingspinster,12,12,12,12,12,12,12,12
eagleriverknits,5,5,5,5,5,5,5,5
ebarker,1,2,2,2,2,1,2,2
ebednarz,5,5,5,5,5,5,5,5
ecguerra,1,2,2,2,2,2,2,2
echorabbit,1,2,2,2,2,2,2,2
ecib,1,1,1,1,1,1,1,1
ecouteuse,26,30,30,30,30,30,30,30
ecrazypete,1,1,1,1,1,1,1,1
edinburghscotland,1,1,1,1,1,1,1,1
editionknitwear,14,14,14,14,14,12,14,14
edupras,13,15,15,15,15,15,15,15
efesmum,3,6,6,6,6,6,6,6
effulgent7,5,6,6,6,6,6,6,6
efortin11,3,10,10,10,10,10,10,10
eggriffi,0,3,3,3,3,3,3,3
eggzakly,0,3,3,3,3,1,3,3
ehalf,419,436,436,436,436,430,436,436
eightmurphys,1,1,1,1,1,1,1,1
eilerr,8,8,8,8,8,7,8,8
eitaKKatie,1,2,2,2,2,2,2,2
ejhutch,4,6,6,6,6,6,6,6
el2069,0,1,1,1,1,1,1,1
elainelee,1,2,1,2,2,2,2,2
elblinkin,4,5,5,5,5,5,5,5
eldarbee,7,8,8,8,8,8,8,8
eldknits3,5,7,7,7,7,6,7,7
elechner,0,2,0,2,2,2,2,2
electricia,3,3,3,3,3,3,3,3
electrolite,20,22,22,22,22,22,22,22
eleria,7,9,9,9,9,9,9,9
elful,1,4,4,4,4,4,4,4
elisabet79,1,2,1,2,2,2,2,2
elisazzz,10,37,37,37,37,36,37,37
elishapar,1,1,1,1,1,1,1,1
elizabethquilts,1,1,1,1,1,1,1,1
ellabella616,7,16,16,16,16,13,16,16
ellenbryer,3,4,4,4,4,4,4,4
ellenmeuch,5,5,5,5,5,5,5,5
ellenwixted,5,10,10,10,10,9,10,10
elleplusdesign,12,20,20,20,20,18,20,20
elliesmom,3,7,7,7,7,7,7,7
elspeth615,3,5,5,5,5,5,5,5
elvirap,0,2,2,2,2,2,2,2
elvro,1,1,1,1,1,1,1,1
elysiabest,0,1,1,1,1,1,1,1
em1250,2,2,2,2,2,2,2,2
emajn,7,7,7,7,7,7,7,7
embolictanit,23,25,25,25,25,17,25,25
emd39,1,1,1,1,1,1,1,1
emiaco,1,1,1,1,1,1,1,1
emigreenberg,6,8,8,8,8,8,8,8
emilyanne1012,32,35,35,35,35,35,35,35
emilyelsasser,4,7,7,7,7,7,7,7
emilyjeang,0,1,1,1,1,1,1,1
emilykay405,2,4,4,4,4,4,4,4
emilyruth,2,3,3,3,3,3,3,3
emilysoulliere,3,6,6,6,6,6,6,6
emkatoo,3,6,6,6,6,6,6,6
emmanuance,6,9,9,9,9,9,9,9
emmezette,1,1,1,1,1,1,1,1
emnoblee,1,1,1,1,1,1,1,1
emolangi,3,3,3,3,3,3,3,3
emskitties,0,1,1,1,1,1,1,1
emsugianto,2,2,2,2,2,2,2,2
encephaloscope,27,27,27,27,27,24,27,27
engineerM,3,3,3,3,3,2,3,3
enigami,1,1,1,1,1,1,1,1
enorman2,3,4,4,4,4,3,4,4
enorto1,4,5,5,5,5,5,5,5
enviroknitter,5,5,5,5,5,5,5,5
epplapie,4,22,22,22,22,22,22,22
erc945,15,21,21,21,21,21,21,21
ericahixon,1,1,1,1,1,1,1,1
erijica,6,10,10,10,10,10,10,10
erika48,6,10,10,10,10,10,10,10
erimayaka,43,43,43,43,43,40,43,43
erin1989,51,55,55,55,55,48,55,55
erinbrianne,0,1,1,1,1,1,1,1
eringer,1,2,2,2,2,1,2,2
erinmclaughlin,0,1,1,1,1,1,1,1
eriyle,6,6,6,6,6,6,6,6
ersingj,1,1,1,1,1,1,1,1
ert32278,2,2,2,2,2,2,2,2
esdi,56,64,64,64,64,61,64,64
eshovlin,0,2,2,2,2,2,2,2
esquier,2,3,3,3,3,3,3,3
estherbruls,4,4,4,4,4,4,4,4
eternalw,171,177,177,177,177,174,177,177
ethornbury,52,71,71,71,71,65,71,71
eva-blau,3,3,3,3,3,3,3,3
evachis87,2,3,3,3,3,3,3,3
evelynnsmommy,169,177,177,177,177,139,177,177
eveningskyline,3,3,3,3,3,3,3,3
evi2508,4,10,9,10,10,10,10,10
eweandifarm,1,3,3,3,3,3,3,3
ewejewel,7,9,9,9,9,9,9,9
eweneeknits,280,283,283,283,283,276,283,283
excalibur0136,4,9,9,9,9,8,9,9
exultate,4,5,5,5,5,5,5,5
fabricati,1,1,1,1,1,1,1,1
fabxtac,4,10,10,10,10,10,10,10
fall2winterbaby3,8,9,9,9,9,8,9,9
fanahui,116,120,120,120,120,118,120,120
fancywaxashtray,1,6,6,6,6,6,6,6
fannydutillieux,0,1,1,1,1,1,1,1
farmgirl08,4,8,8,8,8,8,8,8
faydrajones,4,5,5,5,5,5,5,5
faye2014,1,1,1,1,1,1,1,1
fayelakin,2,2,2,2,2,2,2,2
fazzie,8,8,8,8,8,8,8,8
fellaella,59,64,64,64,64,62,64,64
fenchel,3,4,4,4,4,4,4,4
fezmonkey,1,1,1,1,1,1,1,1
fezziq,1,1,1,1,1,1,1,1
fibergirl,1,3,3,3,3,3,3,3
fibernerd,94,103,103,103,103,103,103,103
fibertwist,15,16,16,16,16,14,16,16
fiddlebird,27,29,29,29,29,29,29,29
filifero,22,22,22,22,22,21,22,22
fine79,55,65,64,65,65,65,65,65
firelilys,29,46,46,46,46,42,46,46
fireteacher,8,10,10,10,10,10,10,10
fischerwolf,13,13,13,13,13,13,13,13
fishingmoose,90,104,104,104,104,99,104,104
flamingofan,71,73,73,73,73,68,73,73
flashcat,13,34,34,34,34,30,34,34
fletchshelby,0,1,1,1,1,1,1,1
fleurdelys,3,5,5,5,5,5,5,5
flewtist,1,1,1,1,1,1,1,1
flg2b,13,13,13,13,13,13,13,13
flipit,1,1,1,1,1,1,1,1
floeter,0,1,1,1,1,1,1,1
flottenadel,136,142,142,142,142,140,142,142
flowertots,1,3,2,3,3,3,3,3
flyingpenguin22,14,16,16,16,16,16,16,16
folden,1,1,1,1,1,1,1,1
forevervintage66,1,1,1,1,1,1,1,1
forlittlefeets,0,1,1,1,1,1,1,1
formandreform,2,10,10,10,10,9,10,10
fortycakes,3,4,4,4,4,4,4,4
fpthistle,1,7,7,7,7,7,7,7
fragilexbroken,3,4,4,4,4,4,4,4
franceshocutt,14,28,28,28,28,28,28,28
frazzled01,2,37,37,37,37,31,37,37
frederique21,1,2,2,2,2,2,2,2
friedamara,2,5,5,5,5,5,5,5
friggjarrockr,28,33,33,33,33,29,33,33
froeschli,54,66,66,66,66,64,66,66
frogkiah,0,1,1,1,1,1,1,1
frogmora,24,39,39,39,39,36,39,39
frokenkjer,1,3,3,3,3,3,3,3
frokenstrikky,106,118,118,118,118,97,118,118
fudge1,3,4,4,4,4,4,4,4
fufu-mk,2,4,4,4,4,3,4,4
fumitkn,2,3,3,3,3,2,3,3
fusedshadow,14,17,17,17,17,17,17,17
fuzzybecca,7,8,8,8,8,7,8,8
